生成的PPT文件保存为：cef_fonts_cjk\unicode_flash_mob_1.pptx
PPT创建进度: 100%|█████| 13277/13277 [13:46<00:00, 16.06slide/s]
         1236702138 function calls (1235652611 primitive calls) in 826.538 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\std.py:952(__init__)
       13    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
       86    0.000    0.000    0.001    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\std.py:110(__enter__)
      166    0.000    0.000    0.001    0.000 _weakrefset.py:85(add)
        3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1593(find_spec)
        1    0.000    0.000    0.001    0.001 subprocess.py:1(<module>)
        6    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
        1    0.000    0.000    0.001    0.001 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\serialized.py:106(_write_pkg_rels)
        6    0.001    0.000    0.001    0.000 {built-in method nt.stat}
        3    0.000    0.000    0.001    0.000 re\_compiler.py:740(compile)
      157    0.001    0.000    0.001    0.000 {method 'read' of '_io.BufferedReader' objects}
      106    0.000    0.000    0.001    0.000 re\__init__.py:164(match)
       38    0.000    0.000    0.001    0.000 zipfile\__init__.py:2058(_fpclose)
        1    0.000    0.000    0.000    0.000 signal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.create_dynamic}
      108    0.000    0.000    0.000    0.000 zipfile\__init__.py:801(read)
       22    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\serialized.py:37(rels_xml_for)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedRandom' objects}
        2    0.000    0.000    0.000    0.000 enum.py:919(_convert_)
       35    0.000    0.000    0.000    0.000 {method 'decompress' of 'zlib.Decompress' objects}
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(__enter__)
       86    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\std.py:113(__exit__)
      330    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\package.py:471(from_xml)
      100    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:304(acquire)
        2    0.000    0.000    0.000    0.000 enum.py:1708(convert_class)
       83    0.000    0.000    0.000    0.000 threading.py:311(_acquire_restore)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\serialized.py:46(_blob_reader)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\serialized.py:120(factory)
       36    0.000    0.000    0.000    0.000 zipfile\__init__.py:853(__init__)
       36    0.000    0.000    0.000    0.000 zipfile\__init__.py:1082(_read2)
        3    0.000    0.000    0.000    0.000 re\_parser.py:969(parse)
      429    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        3    0.000    0.000    0.000    0.000 re\_compiler.py:573(_code)
        1    0.000    0.000    0.000    0.000 E:\res\ppt.py:36(read_color_list)
      4/3    0.000    0.000    0.000    0.000 re\_parser.py:452(_parse_sub)
      166    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\std.py:1157(__hash__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1469(_path_importer_cache)
        2    0.000    0.000    0.000    0.000 {built-in method nt._path_isdir}
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\std.py:686(_decr_instances)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
      331    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        1    0.000    0.000    0.000    0.000 <frozen os>:200(makedirs)
       84    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        1    0.000    0.000    0.000    0.000 zipfile\__init__.py:222(is_zipfile)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:162(__enter__)
        4    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\oxml.py:124(add_default)
      5/4    0.000    0.000    0.000    0.000 re\_parser.py:512(_parse)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(release)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\presentation.py:100(slides)
       83    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:420(__exit__)
       21    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\package.py:453(__getitem__)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
        2    0.000    0.000    0.000    0.000 zipfile\__init__.py:281(_EndRecData)
        1    0.000    0.000    0.000    0.000 encodings\cp437.py:1(<module>)
      330    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:96(_path_join)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:124(setdefault)
       85    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
      166    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        3    0.000    0.000    0.000    0.000 re\_compiler.py:511(_compile_info)
      115    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\utils.py:297(_screen_shape_windows)
       20    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\package.py:475(<genexpr>)
      164    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
       36    0.000    0.000    0.000    0.000 zipfile\__init__.py:999(_update_crc)
        1    0.000    0.000    0.000    0.000 zipfile\__init__.py:214(_check_zipfile)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
       36    0.000    0.000    0.000    0.000 zipfile\__init__.py:1098(close)
       85    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
      5/3    0.000    0.000    0.000    0.000 re\_compiler.py:37(_compile)
      2/1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\std.py:663(__new__)
        1    0.000    0.000    0.000    0.000 multiprocessing\synchronize.py:193(__init__)
       36    0.000    0.000    0.000    0.000 zipfile\__init__.py:761(_get_decompressor)
        1    0.000    0.000    0.000    0.000 multiprocessing\synchronize.py:50(__init__)
      2/1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\_monitor.py:30(__init__)
        7    0.000    0.000    0.000    0.000 re\_compiler.py:243(_optimize_charset)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:666(_classify_pyc)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       84    0.000    0.000    0.000    0.000 threading.py:308(_release_save)
       72    0.000    0.000    0.000    0.000 encodings\cp437.py:14(decode)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:89(_unpack_uint16)
        1    0.000    0.000    0.000    0.000 multiprocessing\synchronize.py:121(_make_name)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\presentation.py:95(slide_width)
       14    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\_distutils_hack\__init__.py:82(find_spec)
       22    0.000    0.000    0.000    0.000 <frozen zipimport>:508(_get_decompress_func)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 {method 'readline' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:153(__next__)
       21    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\serialized.py:29(__contains__)
        1    0.000    0.000    0.000    0.000 {built-in method nt.mkdir}
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
       43    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\serialized.py:167(__contains__)
      106    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 enum.py:1562(__and__)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\oxml.py:138(new)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 _weakrefset.py:110(remove)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\package.py:118(main_document_part)
        2    0.000    0.000    0.000    0.000 enum.py:528(__new__)
       35    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\package.py:24(part_related_by)
       35    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:632(cached)
       13    0.000    0.000    0.000    0.000 <frozen zipimport>:312(_get_module_info)
        2    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\std.py:1286(fp_write)
       23    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\shared.py:13(__contains__)
       38    0.000    0.000    0.000    0.000 multiprocessing\__init__.py:23(<genexpr>)
       77    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\package.py:562(part_with_reltype)
       84    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\api.py:37(_default_pptx_path)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
      166    0.000    0.000    0.000    0.000 threading.py:601(is_set)
       30    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
       37    0.000    0.000    0.000    0.000 <frozen zipimport>:299(_get_module_path)
        1    0.000    0.000    0.000    0.000 tempfile.py:142(rng)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
      111    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
       85    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       72    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
       21    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\shared.py:16(__getitem__)
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:236(split)
        1    0.000    0.000    0.000    0.000 ctypes\__init__.py:49(create_string_buffer)
      144    0.000    0.000    0.000    0.000 {method 'read' of '_io.BytesIO' objects}
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       54    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       84    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       36    0.000    0.000    0.000    0.000 zipfile\__init__.py:812(close)
        1    0.000    0.000    0.000    0.000 threading.py:616(set)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
       80    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\presentation.py:77(slide_masters)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
       36    0.000    0.000    0.000    0.000 zipfile\__init__.py:1528(getinfo)
       54    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\slide.py:328(placeholders)
        1    0.000    0.000    0.000    0.000 threading.py:882(__init__)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\slide.py:441(slide_layouts)
       15    0.000    0.000    0.000    0.000 enum.py:850(__setattr__)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\presentation.py:52(slide_height)
       85    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\std.py:679(_get_free_pos)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:107(join)
        2    0.000    0.000    0.000    0.000 zipfile\__init__.py:238(_EndRecData64)
        1    0.000    0.000    0.000    0.000 random.py:126(__init__)
       14    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      2/1    0.000    0.000    0.000    0.000 threading.py:973(start)
       66    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
       36    0.000    0.000    0.000    0.000 zipfile\__init__.py:500(_decodeExtra)
        5    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\package.py:478(<genexpr>)
        1    0.000    0.000    0.000    0.000 zipfile\__init__.py:1391(__exit__)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
        1    0.000    0.000    0.000    0.000 <frozen abc>:105(__new__)
        7    0.000    0.000    0.000    0.000 <frozen ntpath>:179(splitroot)
        4    0.000    0.000    0.000    0.000 re\_parser.py:312(_class_escape)
        2    0.000    0.000    0.000    0.000 ctypes\__init__.py:389(__getattr__)
       92    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       18    0.000    0.000    0.000    0.000 enum.py:1544(_get_value)
       92    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 pickle.py:1129(_Unpickler)
        7    0.000    0.000    0.000    0.000 re\_compiler.py:216(_compile_charset)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1588(_get_spec)
      113    0.000    0.000    0.000    0.000 zipfile\__init__.py:1617(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
        1    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
       22    0.000    0.000    0.000    0.000 re\_parser.py:261(get)
        5    0.000    0.000    0.000    0.000 zipfile\__init__.py:791(seek)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\utils.py:213(__init__)
       20    0.000    0.000    0.000    0.000 re\_parser.py:168(__getitem__)
      6/4    0.000    0.000    0.000    0.000 re\_parser.py:178(getwidth)
        2    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\oxml\simpletypes.py:613(validate)
        1    0.000    0.000    0.000    0.000 random.py:454(choices)
        4    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\oxml\text.py:73(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        6    0.000    0.000    0.000    0.000 enum.py:726(__call__)
       11    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
        3    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\oxml\xmlchemy.py:710(_member_nsptagnames)
        2    0.000    0.000    0.000    0.000 ctypes\__init__.py:396(__getitem__)
       40    0.000    0.000    0.000    0.000 re\_parser.py:240(__next)
       50    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 multiprocessing\process.py:71(BaseProcess)
        2    0.000    0.000    0.000    0.000 threading.py:588(__init__)
       36    0.000    0.000    0.000    0.000 zipfile\__init__.py:780(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:1076(make_identity_dict)
        1    0.000    0.000    0.000    0.000 encodings\__init__.py:43(normalize_encoding)
       15    0.000    0.000    0.000    0.000 enum.py:48(_is_dunder)
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x0000022E8F6F7100}
        7    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\package.py:290(load)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
       27    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       11    0.000    0.000    0.000    0.000 enum.py:79(_is_private)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\utils.py:125(__eq__)
        1    0.000    0.000    0.000    0.000 threading.py:424(notify_all)
        1    0.000    0.000    0.000    0.000 multiprocessing\context.py:30(BaseContext)
       36    0.000    0.000    0.000    0.000 {method 'seekable' of '_io.BufferedReader' objects}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\std.py:438(status_printer)
       72    0.000    0.000    0.000    0.000 zipfile\__init__.py:788(tell)
        1    0.000    0.000    0.000    0.000 multiprocessing\process.py:399(__init__)
       11    0.000    0.000    0.000    0.000 types.py:192(__init__)
        1    0.000    0.000    0.000    0.000 functools.py:35(update_wrapper)
        1    0.000    0.000    0.000    0.000 encodings\cp437.py:33(getregentry)
        4    0.000    0.000    0.000    0.000 re\_parser.py:449(_uniq)
      4/3    0.000    0.000    0.000    0.000 re\_compiler.py:436(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       24    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:596(abspath)
       16    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       18    0.000    0.000    0.000    0.000 re\_parser.py:256(match)
        2    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\shared.py:19(__setitem__)
        2    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       21    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\package.py:435(_part_cls_for)
        1    0.000    0.000    0.000    0.000 pickle.py:401(_Pickler)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 threading.py:1043(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 re\_compiler.py:386(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 threading.py:394(notify)
       24    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\utils.py:266(_supports_unicode)
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedRandom' objects}
        4    0.000    0.000    0.000    0.000 re\_parser.py:265(getwhile)
       22    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\package.py:230(<genexpr>)
       23    0.000    0.000    0.000    0.000 {function CaseInsensitiveDict.__contains__ at 0x0000022E8F8B8B80}
        3    0.000    0.000    0.000    0.000 re\_parser.py:231(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:277(__init__)
       13    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
       11    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
        7    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\package.py:299(blob)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\parts\presentation.py:73(presentation)
       19    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        8    0.000    0.000    0.000    0.000 re\_parser.py:176(append)
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
       30    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        3    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\package.py:161(_rels)
        1    0.000    0.000    0.000    0.000 subprocess.py:470(CompletedProcess)
       21    0.000    0.000    0.000    0.000 {function CaseInsensitiveDict.__getitem__ at 0x0000022E8F8B8E00}
        1    0.000    0.000    0.000    0.000 functools.py:393(__get__)
       12    0.000    0.000    0.000    0.000 re\_parser.py:164(__len__)
        9    0.000    0.000    0.000    0.000 re\_parser.py:293(tell)
        1    0.000    0.000    0.000    0.000 multiprocessing\reduction.py:33(ForkingPickler)
       18    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\oxml\xmlchemy.py:436(nsptagname)
        1    0.000    0.000    0.000    0.000 multiprocessing\synchronize.py:46(SemLock)
        2    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\std.py:1153(_comparable)
       31    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
       36    0.000    0.000    0.000    0.000 zipfile\__init__.py:1489(<lambda>)
       22    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        2    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        3    0.000    0.000    0.000    0.000 re\_compiler.py:467(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\parts\slide.py:295(slide_master)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\slide.py:250(__init__)
        9    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:564(normpath)
        1    0.000    0.000    0.000    0.000 <frozen os>:1087(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
        1    0.000    0.000    0.000    0.000 weakref.py:289(update)
        4    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\utils.py:222(__eq__)
        8    0.000    0.000    0.000    0.000 re\_parser.py:83(groups)
        1    0.000    0.000    0.000    0.000 multiprocessing\synchronize.py:370(Barrier)
        1    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        6    0.000    0.000    0.000    0.000 enum.py:1129(__new__)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\utils.py:252(_is_utf)
        3    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        6    0.000    0.000    0.000    0.000 re\_compiler.py:570(isstring)
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\api.py:45(_is_pptx_package)
        2    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\utils.py:187(disable_on_exception)
        2    0.000    0.000    0.000    0.000 zipfile\__init__.py:1938(__del__)
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 threading.py:1249(daemon)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\package.py:205(_package_reader)
        1    0.000    0.000    0.000    0.000 re\_parser.py:98(closegroup)
        3    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\oxml\xmlchemy.py:490(_remove_group_method_name)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\tqdm\utils.py:156(__init__)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\opc\serialized.py:190(factory)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\parts\slide.py:267(slide_layout)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\slide.py:365(__init__)
        1    0.000    0.000    0.000    0.000 E:\res\python\python-3.12.3-embed-amd64\Lib\site-packages\pptx\slide.py:453(__init__)
